Danthonia sericea,Poaceae
Danthonia spicata,Poaceae
Daucus carota,Apiaceae
Dennstaedtia punctilobula,Dennstaedtiaceae
Deparia acrostichoides,Athyriaceae
Deschampsia flexuosa,Poaceae
Desmodium nudiflorum,Fabaceae
Dianthus armeria,Caryophyllaceae
Dicentra canadensis,Papaveraceae
Dicentra cucullaria,Papaveraceae
Diervilla sessilifolia,Caprifoliaceae
Digitaria ischaemum,Poaceae
Diodia teres,Rubiaceae
Dioscorea batatas,Dioscoreaceae
Dioscorea villosa,Dioscoreaceae
Diospyros virginiana,Ebenaceae
Diphasiastrum digitatum,Lycopodiaceae
Diphylleia cymosa,Berberidaceae
Diplazium pycnocarpon,Athyriaceae
Doellingeria infirma,Asteraceae
Doellingeria umbellata,Asteraceae
Dryopteris goldiana,Dryopteridaceae
Dryopteris intermedia,Dryopteridaceae
Dryopteris marginalis,Dryopteridaceae
Duchesnea indica,Rosaceae
Elaeagnus umbellata,Elaeagnaceae
Elephantopus carolinianus,Asteraceae
Elymus virginicus,Poaceae
Epifagus virginiana,Orobanchaceae
Epigaea repens,Ericaceae
Epilobium coloratum,Onagraceae
Eragrostis hirsuta,Poaceae
Erechtites hieracifolia,Asteraceae
Erianthus alopecuroides,Poaceae
Erigeron annuus,Asteraceae
Erigeron canadensis,Asteraceae
Erigeron pulchellus,Asteraceae
Erigeron strigosus,Asteraceae
Erythronium americanum,Liliaceae
Euonymus americanus,Celastraceae
Euonymus fortunei,Celastraceae
Eupatorium album,Asteraceae
Eupatorium aromaticum,Asteraceae
Eupatorium fistulosum,Asteraceae
Eupatorium perfoliatum,Asteraceae
Eupatorium purpureum,Asteraceae
Eupatorium rugosum,Asteraceae
Euphorbia corollata,Euphorbiaceae
Euphorbia corollata var. zinniiflora,Euphorbiaceae
Euphorbia maculata,Euphorbiaceae
Eurybia chlorolepis,Asteraceae
Eurybia macrophylla,Asteraceae
Fagus grandifolia,Fagaceae
Fallopia scandens,Polygonaceae
Festuca arundinacea,Poaceae
Festuca octoflora,Poaceae
Festuca rubra,Poaceae
Forsythia viridissima,Oleaceae
Fragaria virginiana,Rosaceae
Fraxinus americana,Oleaceae
Fraxinus americana var. biltmoreana,Oleaceae
Galax urceolata,Diapensiaceae
Galearis spectabilis,Orchidaceae
Galinsoga quadriradiata,Asteraceae
Galium aparine,Rubiaceae
Galium circaezans,Rubiaceae
Galium latifolium,Rubiaceae
Galium pilosum,Rubiaceae
Galium tinctorium,Rubiaceae
Galium triflorum,Rubiaceae
Gaylussacia baccata,Ericaceae
Gaylussacia tomentosa,Ericaceae
Gaylussacia ursina,Ericaceae
Gentiana decora,Gentianaceae
Gentiana quinquefolia,Gentianaceae
Gentiana saponaria,Gentianaceae
Geranium carolinianum,Geraniaceae
Geum virginianum,Rosaceae
Gillenia trifoliata,Rosaceae
Glecoma hederacea,Lamiaceae
Goodyera pubescens,Orchidaceae
Habenaria ciliaris,Orchidaceae
Habenaria clavellata,Orchidaceae
Habenaria flava var. herbiola,Orchidaceae
Hamamelis virginiana,Hamamelidaceae
Helenium autumnale,Asteraceae
Helianthus atrorubens,Asteraceae
Helianthus microcephalus,Asteraceae
Helianthus strumosus,Asteraceae
Hemerocallis fulva,Xanthorrhoeaceae
Hepatica acutiloba,Ranunculaceae
Heracleum pratense,Apiaceae
Heterotheca mariana,Asteraceae
Heuchera americana,Saxifragaceae
Heuchera villosa,Saxifragaceae
Hexastylis virginica,Aristolochiaceae
Hieracium paniculatum,Asteraceae
Hieracium venosum,Asteraceae
Holcus lanatus,Poaceae
Houstonia caerulea,Rubiaceae
Houstonia purpurea,Rubiaceae
Houstonia serpyllifolia,Rubiaceae
Houstonia tenuifolia,Rubiaceae
Hydatica petiolaris,Saxifragaceae
Hydrangea arborescens,Hydrangeaceae
Hydrophyllum canadense,Boraginaceae
Hypericum buckleyi,Hypericaceae
Hypericum gentianoides,Hypericaceae
Hypericum mutilum,Hypericaceae
Hypericum punctatum,Hypericaceae
Hypericum stragulum,Hypericaceae
Hypoxis hirsuta,Hypoxidaceae
Hystrix patula,Poaceae
Ilex ambigua var. monticola,Aquifoliaceae
Ilex opaca,Aquifoliaceae
Impatiens capensis,Balsaminaceae
Impatiens pallida,Balsaminaceae
Ipomoea pandurata,Convolvulaceae
Iris sanguinea,Iridaceae
Isoetes engelmannii,Isoetaceae
Isotria verticillata,Orchidaceae
Juglans cinerea,Juglandaceae
Juglans nigra,Juglandaceae
Juncus acuminatus,Juncaceae
Juncus effusus,Juncaceae
Juncus gymnocarpus,Juncaceae
Juncus marginatus,Juncaceae
Juncus subcaudatus,Juncaceae
Juncus tenuis,Juncaceae
Juniperus virginiana,Cupressaceae
Kalmia latifolia,Ericaceae
Kerria japonica,Rosaceae
Krigia montana,Asteraceae
Krigia virginica,Asteraceae
Lactuca canadensis,Asteraceae
Laportea canadensis,Urticaceae
Lathyrus latifolius,Fabaceae
Lechea racemulosa,Cistaceae
Leersia virginica,Poaceae
Lepidium campestre,Brassicaceae
Lespedeza cuneata,Fabaceae
Lespedeza intermedia,Fabaceae
Lespedeza violacea,Fabaceae
Leucanthemum vulgare,Asteraceae
Leucothoe axillaris,Ericaceae
Leucothoe recurva,Ericaceae
Liatris squarrosa,Asteraceae
Ligustrum sinense,Oleaceae
Lilium michauxii,Liliaceae
Lilium superbum,Liliaceae
Lindera benzoin,Lauraceae
Linum striatum,Linaceae
Liparis liliifolia,Orchidaceae
Liriodendron tulipifera,Magnoliaceae
Lobelia amoena,Campanulaceae
Lobelia inflata,Campanulaceae
Lobelia puberula,Campanulaceae
Lobelia siphilitica,Campanulaceae
Lobelia spicata,Campanulaceae
Lolium perenne,Poaceae
Lonicera japonica,Caprifoliaceae
Ludwigia alternifolia,Onagraceae
Ludwigia palustris,Onagraceae
Luzula acuminata var. carolinae,Juncaceae
Luzula echinata,Juncaceae
Lycopodium clavatum,Lycopodiaceae
Lycopodium lucidulum,Lycopodiaceae
Lycopodium flabelliforme,Lycopodiaceae
Lyonia ligustrina,Ericaceae
Lysimachia lanceolata,Primulaceae
Lysimachia quadrifolia,Primulaceae
Magnolia acuminata,Magnoliaceae
Magnolia fraseri,Magnoliaceae
Mahonia bealei,Berberidaceae
Maianthemum racemosum,Asparagaceae
Malus angustifolia,Rosaceae
Malus pumila,Rosaceae
Medeola virginiana,Liliaceae
Melampyrum lineare,Orobanchaceae
Melanthium hybridum,Melanthiaceae
Melilotus officinalis,Fabaceae
Menziesia pilosa,Ericaceae
Micranthes micranthidifolia,Saxifragaceae
Microstegium vimineum,Poaceae
Mimulus ringens,Phrymaceae
Mitchella repens,Rubiaceae
Mollugo verticillata,Molluginaceae
Monarda clinopodia,Lamiaceae
Monarda didyma,Lamiaceae
Monotropa uniflora,Ericaceae
Muhlenbergia schreberi,Poaceae
Muhlenbergia tenuifolia,Poaceae
Nabalus roanensis,Asteraceae
Nabalus trifoliolatus,Asteraceae
Narcissus jonquilla,Amaryllidaceae
Narcissus pseudonarcissus,Amaryllidaceae
Nyssa sylvatica,Cornaceae
Oenothera biennis,Onagraceae
Oenothera tetragona,Onagraceae
Onoclea sensibilis,Onocleaceae
Orobanche uniflora,Orobanchaceae
Osmorhiza claytonii,Apiaceae
Osmunda cinnamomea,Osmundaceae
Osmunda claytoniana,Osmundaceae
Oxalis grandis,Oxalidaceae
Oxalis stricta,Oxalidaceae
Oxalis violacea,Oxalidaceae
Oxydendrum arboreum,Ericaceae
Oxypolis rigidior,Apiaceae
Panax quinquefolius,Araliaceae
Panicum anceps,Poaceae
Panicum angustifolium,Poaceae
Panicum clandestinum,Poaceae
Panicum commutatum,Poaceae
Panicum depauperatum,Poaceae
Panicum dichotomiflorum,Poaceae
Panicum lanuginosum,Poaceae
Panicum villosissimum,Poaceae
Parnassia asarifolia,Celastraceae
Parthenocissus quinquefolia,Vitaceae
Paspalum laeve,Poaceae
Paspalum setaceum,Poaceae
Paulownia tomentosa,Paulowniaceae
Pedicularis canadensis,Orobanchaceae
Penstemon smallii,Plantaginaceae
Persicaria longiseta,Polygonaceae
Persicaria pensylvanica,Polygonaceae
Persicaria sagittata,Polygonaceae
Phleum pratense,Poaceae
Phlox caroliniana,Polemoniaceae
Phoradendron leucarpum,Santalaceae
Phryma leptostachya,Phrymaceae
Physalis heterophylla,Solanaceae
Physocarpus opulifolius,Rosaceae
Physostegia virginiana,Lamiaceae
Phytolacca americana,Phytolaccaceae
Pilea pumila,Urticaceae
Pinus rigida,Pinaceae
Pinus strobus,Pinaceae
Plantago lanceolata,Plantaginaceae
Plantago major,Plantaginaceae
Plantago virginica,Plantaginaceae
Platanthera ciliaris,Orchidaceae
Platanthera psycodes,Orchidaceae
Platanus occidentalis,Platanaceae
Poa palustris,Poaceae
Poa sylvestris,Poaceae
Podophyllum peltatum,Berberidaceae
Polygala curtissii,Polygalaceae
Polygala sanguinea,Polygalaceae
Polygala verticillata,Polygalaceae
Polygonatum biflorum,Asparagaceae
Polygonatum pubescens,Asparagaceae
Polygonum tenue,Polygonaceae
Polypodium virginianum,Polypodiaceae
Polystichum acrostichoides,Dryopteridaceae
Populus candicans,Salicaceae
Populus nigra,Salicaceae
Potentilla canadensis,Rosaceae
Potentilla tridentata,Rosaceae
Prosartes lanuginosa,Liliaceae
Prunella vulgaris,Lamiaceae
Prunus angustifolia,Rosaceae
Prunus pensylvanica,Rosaceae
Prunus persica,Rosaceae
Prunus serotina,Rosaceae
Pseudognaphalium obtusifolium,Asteraceae
Pteridium aquilinum,Dennstaedtiaceae
Pycnanthemum incanum,Lamiaceae
Pycnanthemum montanum,Lamiaceae
Pycnanthemum tenuifolium,Lamiaceae
Pyrrhopappus carolinianus,Asteraceae
Pyrularia pubera,Santalaceae
Quercus alba,Fagaceae
Quercus coccinea,Fagaceae
Quercus falcata,Fagaceae
Quercus imbricaria,Fagaceae
Quercus marilandica,Fagaceae
Quercus michauxii,Fagaceae
Quercus montana,Fagaceae
Quercus rubra,Fagaceae
Quercus rubra var. borealis,Fagaceae
Quercus velutina,Fagaceae
Ranunculus allegheniensis,Ranunculaceae
Ranunculus hispidus,Ranunculaceae
Ranunculus recurvatus,Ranunculaceae
Rhexia virginica,Melastomataceae
Rhododendron calendulaceum,Ericaceae
Rhododendron catawbiense,Ericaceae
Rhododendron maximum,Ericaceae
Rhus copallinum,Anacardiaceae
Rhus glabra,Anacardiaceae
Rhynchospora capitellata,Cyperaceae
Ribes cynosbati,Grossulariaceae
Robinia pseudoacacia,Fabaceae
Rosa carolina,Rosaceae
Rosa multiflora,Rosaceae
Rosa palustris,Rosaceae
Rubus allegheniensis,Rosaceae
Rubus argutus,Rosaceae
Rubus canadensis,Rosaceae
Rubus flagellaris,Rosaceae
Rubus hispidus,Rosaceae
Rubus occidentalis,Rosaceae
Rubus odoratus,Rosaceae
Rudbeckia hirta,Asteraceae
Rudbeckia laciniata,Asteraceae
Rumex acetosella,Polygonaceae
Rumex crispus,Polygonaceae
Rumex obtusifolius,Polygonaceae
Sabatia angularis,Gentianaceae
Sagittaria latifolia var. pubescens,Alismataceae
Salix humilis,Salicaceae
Salix nigra,Salicaceae
Salix sericea,Salicaceae
Salvia lyrata,Lamiaceae
Sambucus canadensis,Adoxaceae
Sambucus pubens,Adoxaceae
Sanguinaria canadensis,Papaveraceae
Sanicula gregaria,Apiaceae
Sanicula marilandica,Apiaceae
Saponaria officinalis,Caryophyllaceae
Sassafras albidum,Lauraceae
Schrankia microphylla,Fabaceae
Scirpus expansus,Cyperaceae
Scirpus polyphyllus,Cyperaceae
Scleria triglomerata,Cyperaceae
Scutellaria elliptica,Lamiaceae
Scutellaria incana,Lamiaceae
Selaginella apoda,Selaginellaceae
Senecio smallii,Asteraceae
Sericocarpus asteroides,Asteraceae
Setaria viridis,Poaceae
Silene antirrhina,Caryophyllaceae
Silene ovata,Caryophyllaceae
Silene stellata,Caryophyllaceae
Silene virginica,Caryophyllaceae
Silphium compositum,Asteraceae
Sisyrinchium albidum,Iridaceae
Smallanthus uvedalia,Asteraceae
Smilax glauca,Smilacaceae
Smilax herbacea,Smilacaceae
Smilax rotundifolia,Smilacaceae
Solanum carolinense,Solanaceae
Solidago bicolor,Asteraceae
Solidago caesia,Asteraceae
Solidago curtisii,Asteraceae
Solidago erecta,Asteraceae
Solidago gigantea,Asteraceae
Solidago latissimifolia,Asteraceae
Solidago nemoralis,Asteraceae
Solidago odora,Asteraceae
Solidago petiolaris,Asteraceae
Solidago roanensis,Asteraceae
Solidago rugosa,Asteraceae
Solidago uliginosa,Asteraceae
Sorbus americana,Rosaceae
Sorghastrum nutans,Poaceae
Spiraea henryi,Rosaceae
Spiraea japonica,Rosaceae
Spiranthes cernua,Orchidaceae
Spiranthes gracilis,Orchidaceae
Stachys latidens,Lamiaceae
Stachys tenuifolia,Lamiaceae
Stellaria pubera,Caryophyllaceae
Stenanthium gramineum,Melanthiaceae
Streptopus roseus,Liliaceae
Stylosanthes biflora,Fabaceae
Symphoricarpos orbiculatus,Caprifoliaceae
Symphyotrichum cordifolium,Asteraceae
Symphyotrichum lateriflorum,Asteraceae
Symphyotrichum patens,Asteraceae
Symphyotrichum pilosum,Asteraceae
Symphyotrichum puniceum,Asteraceae
Symphyotrichum retroflexum,Asteraceae
Symphyotrichum subulatum var. ligulatum,Asteraceae
Symphyotrichum undulatum,Asteraceae
Symplocos tinctoria,Symplocaceae
Taraxacum officinale,Asteraceae
Tephrosia virginiana,Fabaceae
Thalictrum clavatum,Ranunculaceae
Thalictrum coriaceum,Ranunculaceae
Thalictrum dioicum,Ranunculaceae
Thalictrum polygamum,Ranunculaceae
Thalictrum thalictroides,Ranunculaceae
Thaspium barbinode,Apiaceae
Thelypteris hexagonoptera,Thelypteridaceae
Thelypteris noveboracensis,Thelypteridaceae
Thermopsis villosa,Fabaceae
Tiarella cordifolia,Saxifragaceae
Tilia americana,Malvaceae
Tilia heterophylla,Malvaceae
Tipularia discolor,Orchidaceae
Tovara virginiana,Polygonaceae
Toxicodendron radicans,Anacardiaceae
Toxicodendron vernix,Anacardiaceae
Tradescantia ohiensis,Commelinaceae
Tradescantia subaspera,Commelinaceae
Trautvetteria caroliniensis,Ranunculaceae
Trichostema dichotomum,Lamiaceae
Tridens flavus,Poaceae
Trifolium campestre,Fabaceae
Trifolium pratense,Fabaceae
Trifolium repens,Fabaceae
Trillium catesbaei,Melanthiaceae
Trillium erectum,Melanthiaceae
Trillium erectum var. vaseyi,Melanthiaceae
Trillium grandiflorum,Melanthiaceae
Trillium undulatum,Melanthiaceae
Trillium vaseyi,Melanthiaceae
Triodanis perfoliata,Campanulaceae
Triosteum perfoliatum,Caprifoliaceae
Triphora trianthophora,Orchidaceae
Tsuga canadensis,Pinaceae
Typha latifolia,Typhaceae
Uvularia grandiflora,Colchicaceae
Uvularia perfoliata,Colchicaceae
Uvularia pudica,Colchicaceae
Uvularia sessilis,Colchicaceae
Vaccinium constablaei,Ericaceae
Vaccinium corymbosum,Ericaceae
Vaccinium erythrocarpum,Ericaceae
Vaccinium stamineum,Ericaceae
Vaccinium vacillans,Ericaceae
Veratrum parviflorum,Melanthiaceae
Veratrum viride,Melanthiaceae
Verbascum thapsus,Scrophulariaceae
Verbena urticifolia,Verbenaceae
Veronica arvensis,Plantaginaceae
Veronica officinalis,Plantaginaceae
Viburnum acerifolium,Adoxaceae
Viburnum cassinoides,Adoxaceae
Viburnum nudum,Adoxaceae
Vicia caroliniana,Fabaceae
Vicia sativa subsp. nigra,Fabaceae
Vinca minor,Apocynaceae
Viola bicolor,Violaceae
Viola blanda,Violaceae
Viola canadensis,Violaceae
Viola cucullata,Violaceae
Viola emarginata,Violaceae
Viola hastata,Violaceae
Viola macloskeyi var. pallens,Violaceae
Viola palmata,Violaceae
Viola papilionacea,Violaceae
Viola papilionacea var. priceana,Violaceae
Viola pedata,Violaceae
Viola pubescens var. scabriuscula,Violaceae
Viola rotundifolia,Violaceae
Vitis aestivalis,Vitaceae
Vitis aestivalis var. argentifolia,Vitaceae
Vitis baileyana,Vitaceae
Vitis labrusca,Vitaceae
Vitis vulpina,Vitaceae
Xanthorhiza simplicissima,Ranunculaceae
Xyris torta,Xyridaceae
Zizia aptera,Apiaceae
